description,monthly_installment,list_price,model,milleage,gear_type,location
2013 Isuzu D-Max 2.5 Dual Cab Pickup Truck - (A) 4x4 FULL CANOPY n REVERSE CAMERA,RM 646 / month,"RM 49,800",Isuzu D-Max,110 - 115K KM,Automatic,"Penang, Sungai Nibong"
2014 Volkswagen Beetle 1.2 TSI Coupe - The,RM 775 / month,"RM 59,800",Volkswagen Beetle,55 - 60K KM,Automatic,"Penang, Sungai Nibong"
2016 Honda Accord 2.0 i-VTEC VTi-L Sedan - VTi-L FACELIFT MODEL,"RM 1,035 / month","RM 79,800",Honda Accord,80 - 85K KM,Automatic,"Johor, Johor Bahru"
"2014 Nissan Teana 2.0 XL Sedan - (A) - FULL SPEC - 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT, CALL US NOW FOR BEST DEAL",RM 607 / month,"RM 46,800",Nissan Teana,90 - 95K KM,Automatic,"Penang, Sungai Nibong"
"2013 Mercedes-Benz C200 CGI 1.8 Avantgarde Sedan - 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT, CALL US NOW FOR BEST DEAL",RM 697 / month,"RM 53,800",N/A,120 - 125K KM,Automatic,"Penang, Sungai Nibong"
2018 Mercedes-Benz C200 1.5 AMG Line Sedan - AMG,"RM 1,958 / month","RM 151,000",Mercedes-Benz C200,90 - 95K KM,Automatic,"Johor, Johor Bahru"
2017 Toyota Harrier 2.0 Premium SUV - TURBO FACELIFT FULL SPEC (JBL SOUND SYSTEM 360 SURROUND CAMERA MOONROOF POWER BOOT PRE CRASH DUAL ELECTRIC SEAT) 2018,"RM 2,073 / month","RM 159,888",Toyota Harrier,40 - 45K KM,Automatic,"Selangor, Klang"
2019 Mercedes-Benz C200 1.5 Avantgarde Sedan - (A),"RM 2,201 / month","RM 169,800",Mercedes-Benz C200,70 - 75K KM,Automatic,"Penang, Bukit Mertajam"
2019 BMW 740Le 3.0 xDrive Pure Excellence Sedan,"RM 4,019 / month","RM 310,000",N/A,30 - 35K KM,Automatic,"Selangor, Petaling Jaya"
"2015 Honda HR-V 1.8 i-VTEC E SUV - 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT, CALL US NOW FOR BEST DEAL",RM 685 / month,"RM 52,800",Honda HR-V,105 - 110K KM,Automatic,"Penang, Sungai Nibong"
"2013 Land Rover Range Rover Evoque 2.0 Si4 Prestige SUV - 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT, CALL US NOW FOR BEST DEAL","RM 1,022 / month","RM 78,800",Land Rover Range Rover Evoque,105 - 110K KM,Automatic,"Penang, Sungai Nibong"
2019/2020 Mercedes-Benz GLE43 3.0 AMG OrangeArt Edition Coupe - (A) CBU GUARANTEE No Accident No Total Lost No Flood 5 Days Money back GuaranTEE,"RM 5,380 / month","RM 415,000",N/A,10 - 15K KM,Automatic,"Kuala Lumpur, Setapak"
2016 BMW X4 2.0 xDrive28i M Sport SUV - (LOW MILEAGE 90K KM DONE HEAD DISPLAY HARMAN KARDON ORIGINAL M SPORT),"RM 1,554 / month","RM 119,888",BMW X4,90 - 95K KM,Automatic,"Selangor, Klang"
2019 Perodua Alza 1.5 SE MPV - (A),RM 646 / month,"RM 49,800",Perodua Alza,90 - 95K KM,Automatic,"Penang, Bukit Mertajam"
2016 Perodua Myvi 1.5 SE Hatchback - (A) 1 YEAR WARRANTY,RM 452 / month,"RM 34,900",Perodua Myvi,60 - 65K KM,Automatic,"Penang, Greenlane"
2016 Honda Accord 2.0 i-VTEC VTi-L Sedan - (A) 1 YEAR WARRANTY,RM 972 / month,"RM 75,000",Honda Accord,75 - 80K KM,Automatic,"Penang, Greenlane"
"2016/2018 Ford MUSTANG 2.3 Coupe - FASTBACK 2 DOORS, WARRANTY PROVIDED, CAR KING 1 OWNER, RARE COLOUR RAMADHAN SALE","RM 2,204 / month","RM 169,999",Ford MUSTANG,70 - 75K KM,Automatic,"Selangor, Puchong"
2016 Mercedes-Benz C200 2.0 Avantgarde Sedan - (YEAR END PROMOTION) (12 MONTHS CARLIST QUALIFIED WARRANTY),"RM 1,504 / month","RM 115,999",Mercedes-Benz C200,55 - 60K KM,Automatic,"Johor, Johor Bahru"
"2012 Suzuki Grand Vitara 2.0 SUV - (A) ALL PROBLEM CAN APPLY LOAN HERE - CCRIS CTOS , BLACKLIST , AKPK , NO DOCUMENT , SAA - SEMUA MASALAH BOLEH BUAT LOAN KEDAI",RM 270 / month,"RM 20,800",Suzuki Grand Vitara,120 - 125K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang"
2017 Toyota Sienta 1.5 V MPV,RM 827 / month,"RM 63,800",Toyota Sienta,75 - 80K KM,Automatic,"Penang, Greenlane"
2013 Lexus CT200h 1.8 Hatchback - 1 LADY OWNER FULL LEATHER SEAT PUSHSTART FULL BODY KIT,RM 594 / month,"RM 45,800",Lexus CT200h,135 - 140K KM,Automatic,"Kuala Lumpur, Cheras"
2018 Perodua Myvi 1.5 H Hatchback,RM 581 / month,"RM 44,800",Perodua Myvi,80 - 85K KM,Automatic,"Penang, Simpang Ampat"
2016 Lexus NX200t 2.0 Premium SUV,"RM 1,929 / month","RM 148,800",Lexus NX200t,120 - 125K KM,Automatic,"Penang, Simpang Ampat"
2013 Kia Rio 1.4 SX Hatchback,RM 386 / month,"RM 29,800",Kia Rio,90 - 95K KM,Automatic,"Penang, Simpang Ampat"
2015 Honda HR-V 1.8 i-VTEC V SUV - (Free Warranty),RM 801 / month,"RM 61,800",Honda HR-V,130 - 135K KM,Automatic,"Penang, Simpang Ampat"
2021 BMW 330i 2.0 M Sport Driving Assist Pack Sedan,"RM 2,723 / month","RM 210,000",BMW 330i,90 - 95K KM,Automatic,"Selangor, Petaling Jaya"
2022 BMW M135i 2.0 xDrive Hatchback,"RM 4,149 / month","RM 320,000",N/A,10 - 15K KM,Automatic,"Selangor, Petaling Jaya"
"2017 Mitsubishi Triton 2.4 VGT Adventure Dual Cab Pickup Truck - FULL CAR LEATHER SEAT, ANDROID PLAYER WITH REVERSE CAMERA, KEYLESS PUSH START VGT Adventure FOC WARRANTY",RM 946 / month,"RM 72,999",Mitsubishi Triton,70 - 75K KM,Automatic,"Selangor, Puchong"
2017 Lexus RX350 3.5 F Sport SUV - (FULL SERVICE RECORD 70K KM DONE FULL SPEC ORIGINAL ) 2018,"RM 3,097 / month","RM 238,888",Lexus RX350,65 - 70K KM,Automatic,"Selangor, Klang"
2015 Volvo XC60 2.0 T5 SUV - FREE WARRANTY 1 Owner E Drive Facelift Low Mileage,RM 997 / month,"RM 76,888",Volvo XC60,90 - 95K KM,Automatic,"Selangor, Petaling Jaya"
2018 Mazda CX-5 2.0 SKYACTIV-G GLS SUV - L AUTO (NEW FACELIFT HIGH SPEC),"RM 1,255 / month","RM 96,800",Mazda CX-5,100 - 105K KM,Automatic,"Selangor, Petaling Jaya"
"2019 BMW X3 2.0 xDrive30i M Sport SUV - M-SPORT WTY 2025 ,CRYSTAL WHITE IN COLOUR,FULL LEATHER SEAT IN BROWN COLOUR,REVERSE CAMERA,ONE OF DOCTOR OWNER","RM 2,184 / month","RM 168,500",BMW X3,70 - 75K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang"
2013 Honda City 1.5 S i-VTEC Sedan - FULL CAR LEATHER SEAT CAR KING 1 OWNER NO PLATE CANTIK,RM 363 / month,"RM 27,999",Honda City,95 - 100K KM,Automatic,"Selangor, Puchong"
"2020 Perodua Myvi 1.5 H Hatchback - (A) SEMUA MASALAH BOLEH BUAT LOAN KEDAI SINI - CCRIS CTOS , BLACKLIST , NO DOCUMENT , AKPK , SAA - ALL PROBLEM CAN APPLY LOAN HERE",RM 516 / month,"RM 39,800",Perodua Myvi,65 - 70K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang"
2018 BMW 318i 1.5 Luxury Sedan - (A) 1 OWNER FULL SERVICE RECORD NO PROCESSING CHARGE,"RM 1,086 / month","RM 83,800",BMW 318i,70 - 75K KM,Automatic,"Kuala Lumpur, Cheras"
2014 Peugeot 2008 1.6 VTi SUV - NO PROCESSING CHARGE,RM 270 / month,"RM 20,800",Peugeot 2008,120 - 125K KM,Automatic,"Kuala Lumpur, Cheras"
2018 Mazda CX-5 2.2 SKYACTIV-D GLS SUV - SKYACTIV-D GL(A) 6 months free installment 5 Day Money back Guarantee,"RM 1,048 / month","RM 80,800",Mazda CX-5,60 - 65K KM,Automatic,"Kuala Lumpur, Setapak"
2015 Mercedes-Benz E250 2.0 AMG Sport Package Sedan - AMG Sport (A) 1 OWNER NO PROCESSING CHARGE,"RM 1,268 / month","RM 97,800",Mercedes-Benz E250,85 - 90K KM,Automatic,"Kuala Lumpur, Cheras"
2018 Mercedes-Benz C200 2.0 AMG Line Sedan - (A) WARRANTY 1 YEAR - PUSH START BUTTON - ELECTRICAL SPORT LEATHER SEAT - PADDLE SHIFT - LED AUTO LAMP,"RM 1,735 / month","RM 133,800",Mercedes-Benz C200,130 - 135K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang"
2014 Perodua AXIA 1.0 SE Hatchback - (Percuma Warranty)(Percuma SIap Tukar Nama)(Tahun Dibuat )( GEAR-UP Auto)(1 Lady Owner)(Special Edition)(Warna Perak),RM 322 / month,"RM 24,800",Perodua AXIA,55 - 60K KM,Automatic,"Selangor, Banting"
2013 Proton Saga 1.3 FLX Executive Sedan - (FreeWarranty)(FreeSiapTkrNama)(TahunDibuat)( )(BROWN)(FullBodykits)(SportRims)(LowMileage)(1 Owner)(SRS Airbag),RM 192 / month,"RM 14,800",Proton Saga,95 - 100K KM,Automatic,"Selangor, Banting"
"2014 Proton Inspira 2.0 Premium Sedan - (A) SEMUA MASALAH BOLEH BUAT LOAN KEDAI - CCRIS CTOS , BLACKLIST , AKPK , NO DOCUMENT , SAA - ALL PROBLEM CAN APPLY LOAN",RM 347 / month,"RM 26,800",Proton Inspira,90 - 95K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang"
2015 Honda CR-V 2.0 i-VTEC SUV - AUTO (FACELIFT MODEL),RM 788 / month,"RM 60,800",Honda CR-V,100 - 105K KM,Automatic,"Selangor, Petaling Jaya"
"2018 Toyota Vellfire 3.5 VL MPV - MODELLISTA WTY 2025 , CRYSTAL WHITE IN COLOUR,FULL LEATHER SEAT,POWER BOOT,SUN MOON ROOF,ONE OF VIP OWNER","RM 2,573 / month","RM 198,500",Toyota Vellfire,85 - 90K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang"
2014 Hyundai Sonata 2.0 Elegance Sedan - EXECUTIVE (A) NEW FACELIFT 1 OWNER NO PROCESSING CHARGE,RM 386 / month,"RM 29,800",Hyundai Sonata,120 - 125K KM,Automatic,"Kuala Lumpur, Cheras"
"2015 Mercedes-Benz E300 2.1 BlueTEC Sedan - HYBRID TURBO DIESEL , SUNROOF, REAR MONITOR, KEYLESS PUSH START, POWER BOOT,",RM 778 / month,"RM 59,999",Mercedes-Benz E300,85 - 90K KM,Automatic,"Selangor, Puchong"
"2015 Perodua Alza 1.5 Advance MPV - FULL CAR LETHER SEAT, ROOF TOP MONITOR, REVERSE CAMERA RAMADHAN SALE",RM 493 / month,"RM 37,999",Perodua Alza,85 - 90K KM,Automatic,"Selangor, Puchong"
2014 BMW 528i 2.0 M Sport Sedan - ORIGINAL TIP TOP EASY LOAN,"RM 1,115 / month","RM 85,999",BMW 528i,85 - 90K KM,Automatic,"Johor, Skudai"
2018 Kia Cerato 1.6 K3 Sedan - PADDLE SHIFT KEYLESS FULL SPEC LOAN SENANG,RM 635 / month,"RM 48,999",Kia Cerato,55 - 60K KM,Automatic,"Johor, Skudai"
2014 Honda CR-V 2.4 i-VTEC SUV - CAR KING LOAN CEPAT SENANG LULUS,RM 622 / month,"RM 47,999",Honda CR-V,80 - 85K KM,Automatic,"Johor, Skudai"
2015 Honda CR-V 2.4 i-VTEC SUV - KEYLESS - EASY LOAN APPROVAL,RM 752 / month,"RM 57,999",Honda CR-V,80 - 85K KM,Automatic,"Johor, Skudai"
2017 BMW 330e 2.0 Sport Line Sedan - EASY LOAN,RM 959 / month,"RM 73,999",BMW 330e,60 - 65K KM,Automatic,"Johor, Skudai"
2015 Volkswagen Passat 1.8 TSI Sedan - HIGH LOAN WELCOME,RM 428 / month,"RM 32,999",Volkswagen Passat,85 - 90K KM,Automatic,"Johor, Skudai"
2015 Hyundai Tucson 2.0 Sport SUV,RM 467 / month,"RM 35,999",Hyundai Tucson,85 - 90K KM,Automatic,"Johor, Johor Bahru"
2016 Subaru Forester 2.0 P SUV - FULL SPEC - EASY LOAN,RM 596 / month,"RM 45,999",Subaru Forester,85 - 90K KM,Automatic,"Johor, Skudai"
2015 Mercedes-Benz A250 2.0 AMG Hatchback - FULL C C SERVICE RECORD ORi 13k Mileage REG 2016,"RM 1,425 / month","RM 109,900",Mercedes-Benz A250,10 - 15K KM,Automatic,"Selangor, Seri Kembangan"
2019 Proton X70 1.8 TGDI Premium SUV - (A) NO PROCESSING CHARGE 1 OWNER,RM 801 / month,"RM 61,800",Proton X70,50 - 55K KM,Automatic,"Kuala Lumpur, Cheras"
2017 Isuzu D-Max 2.5 VGS TD Pickup Truck - VGS 4X4 4WD (M) WARRANTY 1 YEAR - VGS TURBO - ORIGINAL CONDITION - SELLING CHEAP IN MARKET PLACE,RM 646 / month,"RM 49,800",Isuzu D-Max,90 - 95K KM,Manual,"Kuala Lumpur, Batu Caves / Selayang"
2016 Kia Sportage 2.0 SUV - (A) WARRANTY 1 YEAR - FULL SPEC - SUNROOF - PUSH START KEYLESS - LEATHER SEAT - SEMUA MASALAH BOLEH BUAT LOAN KEDAI SINI,RM 581 / month,"RM 44,800",Kia Sportage,60 - 65K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang"
2015/2016 BMW 320i 2.0 Sport Line Sedan - FREEWARRANTY 1OWNER REAL LCI B48,"RM 1,113 / month","RM 85,888",BMW 320i,120 - 125K KM,Automatic,"Selangor, Petaling Jaya"
2013/2014 Mercedes-Benz S500L 4.7 AMG Sedan - Sport VIP Car King Local Spec CBU Malaysia New Car S500 S63 S400 Hybrid,"RM 2,592 / month","RM 199,900",N/A,110 - 115K KM,Automatic,"Selangor, Seri Kembangan"
2014 Mercedes-Benz S400L 3.5 Hybrid Sedan,"RM 1,411 / month","RM 108,800",N/A,115 - 120K KM,Automatic,"Johor, Johor Bahru"
2015 Mercedes-Benz E300 2.1 BlueTEC Sedan,RM 830 / month,"RM 63,999",Mercedes-Benz E300,90 - 95K KM,Automatic,"Johor, Johor Bahru"
2018 Toyota Innova 2.0 G MPV - (12 MONTHS CARLIST QUALIFIED WARRANTY),"RM 1,037 / month","RM 79,999",Toyota Innova,90 - 95K KM,Automatic,"Johor, Masai"
2018 Volkswagen Beetle 1.2 TSI Design Coupe - 40K KM Warranty,"RM 1,203 / month","RM 92,800",Volkswagen Beetle,40 - 45K KM,Automatic,"Perak, Ipoh"
2015 Honda HR-V 1.8 i-VTEC S SUV - NO PROCESSING CHARGE,RM 594 / month,"RM 45,800",Honda HR-V,130 - 135K KM,Automatic,"Kuala Lumpur, Cheras"
2018 BMW X3 2.0 xDrive30i Luxury SUV - xDrive30i REG DECEMBER 31ST,"RM 2,139 / month","RM 165,000",BMW X3,48000 KM,Automatic,"Kuala Lumpur, TTDI"
2019 Isuzu D-Max 2.5 Premium Dual Cab Pickup Truck - (M) PREMIUM 4X4 DUAL CAB,RM 697 / month,"RM 53,800",Isuzu D-Max,50 - 55K KM,Manual,"Selangor, Serdang"
2017 Mazda CX-3 2.0 SKYACTIV SUV - (Percuma Warranty)(Siap Tukar Nama)(Tahun Dibuat )( )(1 Lady Owner)(Sunroof)(Leather Memory Seat)(Paddle Shift),RM 905 / month,"RM 69,800",Mazda CX-3,80 - 85K KM,Automatic,"Selangor, Banting"
"2017 Honda City 1.5 E i-VTEC Sedan - , SPORT RIM, FULL BODYKIT, TIPTOP WARRANTY PROVIDED",RM 596 / month,"RM 45,999",Honda City,90 - 95K KM,Automatic,"Selangor, Puchong"
"2016 Mazda 3 2.0 SKYACTIV-G GL Sedan - , TIPTOP CONDITION, WELL MAINTAINED, LIKE NEW CONDITION, WARRANTY PROVIDED",RM 596 / month,"RM 45,999",Mazda 3,90 - 95K KM,Automatic,"Selangor, Puchong"
2019/2022 MINI 3 Door 2.0 Cooper S Hatchback - JAPAN SPEC (FREE 1 YEAR WARRANTY),"RM 1,945 / month","RM 149,999",MINI 3 Door,50 - 55K KM,Automatic,"Johor, Pasir Gudang"
2019 Mazda CX-5 2.2 SKYACTIV-D High SUV - (A) GUARANTEE No Accident No Total Lost No Flood 5 Day Money back Guarantee,"RM 1,138 / month","RM 87,800",Mazda CX-5,60 - 65K KM,Automatic,"Kuala Lumpur, Setapak"
2013 Perodua Alza 1.5 EZ MPV - (Percuma Warranty)(Percuma Siap Tukar Nama)(Tahun Dibuat )( Auto)(Special Edition Full Bodykits)(MOHAWK Android Player),RM 347 / month,"RM 26,800",Perodua Alza,115 - 120K KM,Automatic,"Selangor, Banting"
2017 Honda CR-V 2.0 i-VTEC SUV - full service record,RM 892 / month,"RM 68,800",Honda CR-V,135 - 140K KM,Automatic,"Selangor, Puchong"
2019 Proton X70 1.8 TGDI Premium SUV - (A),RM 905 / month,"RM 69,800",Proton X70,50 - 55K KM,Automatic,"Penang, Bukit Mertajam"
"2017 Volkswagen Jetta 1.4 280 TSI Highline Sedan - , FULL SERVICE RECORD, ONE CAREFUL OWNER ONLY, TIPTOP CONDITION, WARRANTY PROVIDED",RM 726 / month,"RM 55,999",Volkswagen Jetta,65 - 70K KM,Automatic,"Selangor, Puchong"
"2015/2016 Toyota Vellfire 2.5 Z A Edition MPV - MODELLISTA BODYKITS AND RIMS, NICE NUMBER 7 SEATER, REGISTER 2016 CAR KING CONDITION","RM 2,048 / month","RM 157,999",Toyota Vellfire,70 - 75K KM,Automatic,"Selangor, Puchong"
2016 Mercedes-Benz E250 2.0 Edition E AMG Line Sedan - (A) 1 YEAR WARRANTY WITH CERTIFIED INSPECTION REPORT,"RM 1,595 / month","RM 123,000",Mercedes-Benz E250,90 - 95K KM,Automatic,"Penang, Greenlane"
2017 Toyota Vellfire 3.5 ZA G Edition MPV - (A) 1 YEAR WARRANTY,"RM 2,567 / month","RM 198,000",Toyota Vellfire,75 - 80K KM,Automatic,"Penang, Greenlane"
2015 Mercedes-Benz CLA250 2.0 AMG Coupe - (A) 1 YEAR WARRANTY,"RM 1,582 / month","RM 122,000",Mercedes-Benz CLA250,105 - 110K KM,Automatic,"Penang, Greenlane"
2016 Isuzu D-Max 2.5 Premium Dual Cab Pickup Truck - (M) PREMIUM 4X4 DUAL CAB,RM 542 / month,"RM 41,800",Isuzu D-Max,85 - 90K KM,Manual,"Selangor, Serdang"
2015 Volkswagen Golf 1.4 Hatchback - Free Wrty 1 Owner VW Service,RM 789 / month,"RM 60,888",Volkswagen Golf,85 - 90K KM,Automatic,"Selangor, Petaling Jaya"
2015 Kia Cerato 1.6 Sedan - (12 MONTHS CARLIST QUALIFIED WARRANTY),RM 467 / month,"RM 35,999",Kia Cerato,95 - 100K KM,Automatic,"Johor, Masai"
2015 Ford Ranger 2.2 XLT Hi-Rider Dual Cab Pickup Truck - XLT Hi-Rider Pickup (A) 1 YEAR WARRANTY,RM 659 / month,"RM 50,800",Ford Ranger,115 - 120K KM,Automatic,"Penang, Bukit Mertajam"
"2015/2016 Ford Ranger 2.2 XL Hi-rider Single Cab Pickup Truck - (M) Single Cab XL 4WD CBU, 1 YEAR WARRANTY",RM 736 / month,"RM 56,800",Ford Ranger,125 - 130K KM,Manual,"Penang, Perai"
2014 Mazda BT-50 2.5 Dual Cab Pickup Truck - Offer Paling Cantik (Stok Clearance) - 1 Tahun Warranty,RM 284 / month,"RM 21,900",Mazda BT-50,140 - 145K KM,Manual,"Selangor, Shah Alam"
"2016/2017 Nissan Navara 2.5 NP300 VL Dual Cab Pickup Truck - MILEAGE 83K, REGISTER 2017. REVERSE CAMERA, WARRANTY PROVIDED, OFFER NP300 VL",RM 869 / month,"RM 66,999",Nissan Navara,80 - 85K KM,Automatic,"Selangor, Puchong"
"2017 Nissan Serena 2.0 S-Hybrid High-Way Star MPV - , FULL CAR LEATHER SEAT, 7 SEATER , 2 POWER DOOR, RAMADHAN SALE, OFFER, NEGO SAMPAI JADI",RM 830 / month,"RM 63,999",Nissan Serena,80 - 85K KM,Automatic,"Selangor, Puchong"
2015 Mazda CX-5 2.5 SKYACTIV-G SUV - L AUTO (BOSE SOUND SYSTEAM),RM 723 / month,"RM 55,800",Mazda CX-5,75 - 80K KM,Automatic,"Selangor, Petaling Jaya"
2019 Mercedes-Benz E300 2.0 AMG Line Coupe - 245HP FACELIFT Colorfull Ambient LEDS REAR Camera Uk Unreg,"RM 3,228 / month","RM 249,000",Mercedes-Benz E300,40 - 45K KM,Automatic,"Kuala Lumpur, Cheras"
2015 Mercedes-Benz S400L 3.0 Sedan,"RM 1,683 / month","RM 129,800",N/A,95 - 100K KM,Automatic,"Johor, Johor Bahru"
2015 Mercedes-Benz S400L 3.5 Hybrid Sedan,"RM 1,685 / month","RM 129,999",N/A,95 - 100K KM,Automatic,"Johor, Johor Bahru"
2016 BMW 520i 2.0 M Sport Sedan,"RM 1,423 / month","RM 109,800",BMW 520i,85 - 90K KM,Automatic,"Johor, Johor Bahru"
2013 Honda Civic 2.0 Navi i-VTEC Sedan - NO PROCESSING CHARGE,RM 477 / month,"RM 36,800",Honda Civic,100 - 105K KM,Automatic,"Kuala Lumpur, Cheras"
"2014 Mazda Biante 2.0 SKYACTIV-G MPV - 8 SEATER , LOW MILEAGE CAR KING, RAMADHAN OFFER",RM 648 / month,"RM 49,999",Mazda Biante,90 - 95K KM,Automatic,"Selangor, Puchong"
2014/2015 Audi A5 2.0 TFSI Quattro S Line Coupe - Black Edition Facelift 1 YEAR WARRANTY EA888.3 ENGINE,"RM 1,036 / month","RM 79,888",Audi A5,105 - 110K KM,Automatic,"Selangor, Petaling Jaya"
2016 Toyota Corolla Altis 1.8 G Sedan - (A) 1 YEAR WARRANTY,RM 918 / month,"RM 70,800",Toyota Corolla Altis,80 - 85K KM,Automatic,"Kedah, Sungai Petani"
2017 Honda HR-V 1.8 i-VTEC V SUV - (A) 1 YEAR WARRANTY,RM 905 / month,"RM 69,800",Honda HR-V,75 - 80K KM,Automatic,"Kedah, Sungai Petani"
"2013 Kia Rio 1.4 SX Hatchback - , FULL SPEC HIGH SPEC, SUNROOF, KEYLESS PUSH START, CAR KING, NEGO SAMPAI JADI, OFFER",RM 285 / month,"RM 21,999",Kia Rio,100 - 105K KM,Automatic,"Selangor, Puchong"
"2017 Perodua AXIA 1.0 Advance Hatchback - 1 OWNER, LOW MILEAGE, COME WITH WARRANTY, FULL SPEC AV LEATHER SEAT OFFER",RM 415 / month,"RM 31,999",Perodua AXIA,75 - 80K KM,Automatic,"Selangor, Puchong"
2017 Honda CR-V 1.5 TC-P VTEC SUV - L AUTO (PREMIUM HIGH SPEC POWER BOOT),"RM 1,242 / month","RM 95,800",Honda CR-V,80 - 85K KM,Automatic,"Selangor, Petaling Jaya"
2018 Honda City 1.5 V i-VTEC Sedan - V (A) Push Start One Owner One Year Warranty,RM 775 / month,"RM 59,800",Honda City,60 - 65K KM,Automatic,"Kuala Lumpur, Pandan Perdana"
2017 Honda HR-V 1.8 i-VTEC S SUV - (A) 1 YEAR WARRANTY,RM 771 / month,"RM 59,500",Honda HR-V,80 - 85K KM,Automatic,"Penang, Greenlane"
2012 Honda CR-V 2.0 i-VTEC SUV - (A) - SERVICE 119K KM ONLY- ORIGINAL PAINT - ORI LEATHER SEAT VIEW TO BELIEVE,RM 438 / month,"RM 33,800",Honda CR-V,115 - 120K KM,Automatic,"Selangor, Klang"
2016 Mazda CX-3 2.0 SKYACTIV SUV - (12 MONTHS CARLIST QUALIFIED WARRANTY),RM 830 / month,"RM 63,999",Mazda CX-3,80 - 85K KM,Automatic,"Johor, Pasir Gudang"
2019 Subaru XV 2.0 SUV - I-Premium Car King Tip Top Condition 3 Years Warranty,RM 985 / month,"RM 75,999",Subaru XV,50 - 55K KM,Automatic,"Johor, Johor Bahru"
2016 BMW 318i 1.5 Luxury Sedan - F30 318 Car King Easy Loan 3 Years Warranty,RM 882 / month,"RM 67,999",BMW 318i,55 - 60K KM,Automatic,"Johor, Johor Bahru"
2018 Subaru XV 2.0 P SUV - Full Original Service Record 1 Malaysia Warranty,RM 856 / month,"RM 65,999",Subaru XV,60 - 65K KM,Automatic,"Johor, Johor Bahru"
2013 Ford Ranger 2.2 XL Single Cab Pickup Truck - XL NO PROCESSING CHARGE 1 OWNER,RM 451 / month,"RM 34,800",Ford Ranger,130 - 135K KM,Manual,"Kuala Lumpur, Cheras"
"2015 Peugeot 208 1.6 Allure Hatchback - , LOW MILEAGE, ONE OWNER, CONDITION LIKE NEW , WARRANTY PROVIDED",RM 246 / month,"RM 18,999",Peugeot 208,80 - 85K KM,Automatic,"Selangor, Puchong"
2017 Toyota Vellfire 2.5 Z G Edition MPV - FACELIFT MODELISTA-KIT (7-SEATHER),"RM 2,203 / month","RM 169,900",Toyota Vellfire,85 - 90K KM,Automatic,"Selangor, Seri Kembangan"
2017 Toyota Corolla Altis 1.8 E Sedan - FULL SERVICE RECORD,RM 853 / month,"RM 65,800",Toyota Corolla Altis,105 - 110K KM,Automatic,"Kuala Lumpur, Cheras"
2014 Inokom Elantra 1.6 GLS Sedan - (A) FULL SERVICE RECORD - SERVICE BOOK AVAILABLE - PUSH START BUTTON - KEYLESS ENTRY - LEATHER SEAT - ANDROID TOUCH SCREEN,RM 296 / month,"RM 22,800",N/A,145 - 150K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang"
2015 Honda Accord 2.4 i-VTEC Sedan - (A) WARRANTY 1 YEAR - FULL SPEC - ELECTRICAL LEATHER SEAT - PUSH START BUTTON - TOUCH SCREEN - REVERSE CAMERA - PADDLE SHIFT,RM 633 / month,"RM 48,800",Honda Accord,90 - 95K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang"
2017 Honda Accord 2.0 i-VTEC VTi Sedan - (Siap Tukar Nama)(Percuma Warranty)(Tahun Dibuat )( Auto)(Full Bodykits)(Push Start)(Cruise Control)(Lady Owner),"RM 1,035 / month","RM 79,800",Honda Accord,90 - 95K KM,Automatic,"Selangor, Banting"
2019 Nissan Navara 2.5 NP300 SE Dual Cab Pickup Truck - NP300 4X4 4WD (A) WARRANTY 1 YEAR - 1 OWNER - ORIGINAL CONDITION - SELLING CHEAP IN MARKET PLACE,RM 866 / month,"RM 66,800",Nissan Navara,70 - 75K KM,Automatic,"Kuala Lumpur, Batu Caves / Selayang"
"2014 Kia Cerato 1.6 Sedan - , K3 HIGH SPEC KEYLESS PUSH START , GOOD CONDITION LIKE NEW",RM 350 / month,"RM 26,999",Kia Cerato,90 - 95K KM,Automatic,"Selangor, Puchong"
"2016 Mitsubishi ASX 2.0 GL SUV - , 4WD , KEYLESS PUSH START ,PANAROMIC ROOF , GOOD CONDITION",RM 596 / month,"RM 45,999",Mitsubishi ASX,70 - 75K KM,Automatic,"Selangor, Puchong"
2015 MINI 3 Door 2.0 Cooper S Wired Hatchback - LOCAL COOPER S (FULL SERVICE RECORD 60K KM HARMAN KARDON REVERSE CAMERA) 2016,"RM 1,282 / month","RM 98,888",MINI 3 Door,60 - 65K KM,Automatic,"Selangor, Klang"
2015 Honda HR-V 1.8 i-VTEC V SUV - SPEC 2016,RM 815 / month,"RM 62,888",Honda HR-V,80 - 85K KM,Automatic,"Selangor, Klang"
2022 Ford MUSTANG 2.3 High Performance Coupe,"RM 3,863 / month","RM 298,000",Ford MUSTANG,15 - 20K KM,Automatic,"Kuala Lumpur, Cheras"
